1	2	0.
1	5	-1.2566370614359172
1	7	1.2566370614359172
1	9	-2.5132741228718345
1	10	2.5132741228718345
2	1	-3.141592653589793
2	5	-1.8849555921538759
2	7	1.8849555921538759
2	11	-0.6283185307179586
2	12	0.6283185307179586
3	4	-3.141592653589793
3	6	-1.8849555921538759
3	8	1.8849555921538759
3	9	-0.6283185307179586
3	10	0.6283185307179586
4	3	0.
4	6	-1.2566370614359172
4	8	1.2566370614359172
4	11	-2.5132741228718345
4	12	2.5132741228718345
5	1	-2.5132741228718345
5	2	2.5132741228718345
5	6	0.
5	9	-1.2566370614359172
5	11	1.2566370614359172
6	3	-0.6283185307179586
6	4	0.6283185307179586
6	5	-3.141592653589793
6	9	-1.8849555921538759
6	11	1.8849555921538759
7	1	-0.6283185307179586
7	2	0.6283185307179586
7	8	-3.141592653589793
7	10	-1.8849555921538759
7	12	1.8849555921538759
8	3	-2.5132741228718345
8	4	2.5132741228718345
8	7	0.
8	10	-1.2566370614359172
8	12	1.2566370614359172
9	1	-1.2566370614359172
9	3	1.2566370614359172
9	5	-2.5132741228718345
9	6	2.5132741228718345
9	10	0.
10	1	-1.8849555921538759
10	3	1.8849555921538759
10	7	-0.6283185307179586
10	8	0.6283185307179586
10	9	-3.141592653589793
11	2	-1.8849555921538759
11	4	1.8849555921538759
11	5	-0.6283185307179586
11	6	0.6283185307179586
11	12	-3.141592653589793
12	2	-1.2566370614359172
12	4	1.2566370614359172
12	7	-2.5132741228718345
12	8	2.5132741228718345
12	11	0.
